Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Year,URL,Content Type
A Clinically Aligned Local-global Mutual Learning Framework for Interpretable Pneumoconiosis Diagnosis,Machine Intelligence Research,,,,10.1007/s11633-025-1619-4,Jiarui WangXuerong WangLe YangBinglu Wang,2026,https://link.springer.com/article/10.1007/s11633-025-1619-4,Article
Content Moderation of Generative AI Prompts,SN Computer Science,,,,10.1007/s42979-025-03864-y,Praful Pardhi,2025,https://link.springer.com/article/10.1007/s42979-025-03864-y,Article
Mitigating Backdoor Attacks on Deep Neural Networks,"Embedded Machine Learning for Cyber-Physical, IoT, and Edge Computing",,,,10.1007/978-3-031-40677-5_16,Hao FuAlireza SarmadiPrashanth KrishnamurthySiddharth GargFarshad Khorrami,2024,https://link.springer.com/chapter/10.1007/978-3-031-40677-5_16,Chapter
Reflections on Sociosensitive and Socioactive Technology,Theory and Practice of Sociosensitive and Socioactive Systems,,,,10.1007/978-3-658-36946-0_7,Jacqueline BellonFriederike EysselBruno GranscheSebastian Nähr-WagenerRicarda Wullenkord,2022,https://link.springer.com/chapter/10.1007/978-3-658-36946-0_7,Chapter
When LLMs meet cybersecurity: a systematic literature review,Cybersecurity,,,,10.1186/s42400-025-00361-w,Jie ZhangHaoyu BuHui WenYongji LiuHaiqiang FeiRongrong XiLun LiYun YangHongsong ZhuDan Meng,2025,https://link.springer.com/article/10.1186/s42400-025-00361-w,Article
Synthesizing Futures Practice,Designing Our Future,,,,10.1007/979-8-8688-1163-0_9,Diana Olynick,2026,https://link.springer.com/chapter/10.1007/979-8-8688-1163-0_9,Chapter
Operationalising ethics in artificial intelligence for healthcare: a framework for AI developers,AI and Ethics,,,,10.1007/s43681-022-00195-z,Pravik SolankiJohn GrundyWaqar Hussain,2022,https://link.springer.com/article/10.1007/s43681-022-00195-z,Article
Implications of Increased Data Collection,The Platform Economy,,,,10.1007/978-981-19-3242-7_28,Zarina I. KhisamovaIldar R. Begishev,2022,https://link.springer.com/chapter/10.1007/978-981-19-3242-7_28,Chapter
Quantum-entangled neuro-symbolic swarm federation for privacy-preserving IoMT-driven multimodal healthcare,Scientific Reports,,,,10.1038/s41598-025-31820-6,Soufiane Ben OthmanObaid Ali,2025,https://link.springer.com/article/10.1038/s41598-025-31820-6,Article
"18th Congress of Behavioral Medicine: Advancing Global Health Equity through Science, Education and Advocacy",International Journal of Behavioral Medicine,,,,10.1007/s12529-025-10383-w,,2025,https://link.springer.com/article/10.1007/s12529-025-10383-w,Article
Distributed Learning in Healthcare,Trends of Artificial Intelligence and Big Data for E-Health,,,,10.1007/978-3-031-11199-0_10,Anup TuladharDeepthi RajashekarNils D. Forkert,2022,https://link.springer.com/chapter/10.1007/978-3-031-11199-0_10,Chapter
Possible Evolutions in AI Models,Artificial Intelligence and Credit Risk,,,,10.1007/978-3-031-10236-3_5,Rossella LocatelliGiovanni PepeFabio Salis,2022,https://link.springer.com/chapter/10.1007/978-3-031-10236-3_5,Chapter
Development,Walking on the Edge of the Abyss,,,,10.1007/978-981-99-2325-0_3,Gustavo Esteva,2023,https://link.springer.com/chapter/10.1007/978-981-99-2325-0_3,Chapter
Deep Dive Speech Technology,European Language Equality,,,,10.1007/978-3-031-28819-7_41,Marcin SkowronGerhard BackfriedEva NavasAivars BērziņšJoachim Van den BogaertFranciska de JongAndrea DeMarcoInma HernáezMarek KováčPeter PolákJohan RohdinMichael RosnerJon SanchezIbon SaratxagaPetr Schwarz,2023,https://link.springer.com/chapter/10.1007/978-3-031-28819-7_41,Chapter
Problem Analysis and Problem Statement,Construction of a Concept of Neuronal Modeling,,,,10.1007/978-3-658-35999-7_2,Marcus Grum,2022,https://link.springer.com/chapter/10.1007/978-3-658-35999-7_2,Chapter
The Impact of the ‘Right to Be Forgotten’ on Algorithmic Fairness,Perspectives in Business Informatics Research,,,,10.1007/978-3-030-87205-2_14,Julian SengewaldRichard Lackes,2021,https://link.springer.com/chapter/10.1007/978-3-030-87205-2_14,Conference paper
Big data in cybersecurity: a survey of applications and future trends,Journal of Reliable Intelligent Environments,,,,10.1007/s40860-020-00120-3,Mohammed M. Alani,2021,https://link.springer.com/article/10.1007/s40860-020-00120-3,Article
34th Annual Computational Neuroscience Meeting: CNS*2025,Journal of Computational Neuroscience,,,,10.1007/s10827-025-00915-4,,2026,https://link.springer.com/article/10.1007/s10827-025-00915-4,Article
Making Machine Learning Forget,Privacy Technologies and Policy,,,,10.1007/978-3-030-21752-5_6,Saurabh ShintreKevin A. RoundyJasjeet Dhaliwal,2019,https://link.springer.com/chapter/10.1007/978-3-030-21752-5_6,Conference paper
Technology of deep brain stimulation: current status and future directions,Nature Reviews Neurology,,,,10.1038/s41582-020-00426-z,Joachim K. KraussNir LipsmanTipu AzizAlexandre BoutetPeter BrownJin Woo ChangBenjamin DavidsonWarren M. GrillMarwan I. HarizAndreas HornMichael SchulderAntonios MammisPeter A. TassJens VolkmannAndres M. Lozano,2020,https://link.springer.com/article/10.1038/s41582-020-00426-z,Article
SRI 73rd Annual Meeting: Scientific Program &amp; Abstracts,Reproductive Sciences,,,,10.1007/s43032-026-02073-z,,2026,https://link.springer.com/article/10.1007/s43032-026-02073-z,Article
"Ontological Transparency, (In)visibility, and Hidden Curricula: Critical Pedagogy Amidst Contentious Edtech",Postdigital Science and Education,,,,10.1007/s42438-020-00198-1,Michael GallagherMarkus BreinesMyles Blaney,2020,https://link.springer.com/article/10.1007/s42438-020-00198-1,Article
Fintech Unicorns,The Palgrave Handbook of FinTech and Blockchain,,,,10.1007/978-3-030-66433-6_6,David C. BroadstockLouis T. W. ChengJack S. C. Poon,2021,https://link.springer.com/chapter/10.1007/978-3-030-66433-6_6,Chapter
Bold Future of Human Resources Development in Healthcare,Innovative Staff Development in Healthcare,,,,10.1007/978-3-030-81986-6_15,Renate Tewes,2022,https://link.springer.com/chapter/10.1007/978-3-030-81986-6_15,Chapter
A Survey of Methods for the Construction of an Intrusion Detection System,Artificial Intelligence and Applied Mathematics in Engineering Problems,,,,10.1007/978-3-030-36178-5_18,Abdel Karim KassemShymaa Abo ArkoubBassam DayaPierre Chauvet,2020,https://link.springer.com/chapter/10.1007/978-3-030-36178-5_18,Conference paper
Posthumanism and Identity in Elena Ferrante’s Neapolitan Novels,Posthumanism in Italian Literature and Film,,,,10.1007/978-3-030-39367-0_5,Enrica Maria Ferrara,2020,https://link.springer.com/chapter/10.1007/978-3-030-39367-0_5,Chapter
Examining Potential Socio-economic Factors that Affect Machine Learning Research in the AEC Industry,"Computer-Aided Architectural Design. ""Hello, Culture""",,,,10.1007/978-981-13-8410-3_18,Nariddh KheanAlessandra FabbriDavid GerberMatthias H. Haeusler,2019,https://link.springer.com/chapter/10.1007/978-981-13-8410-3_18,Conference paper
ACNP 64th Annual Meeting: Poster Abstracts P584-P872,Neuropsychopharmacology,,,,10.1038/s41386-025-02281-2,,2025,https://link.springer.com/article/10.1038/s41386-025-02281-2,Article
ACNP 61<sup>st</sup> Annual Meeting: Poster Abstracts P1 - P270,Neuropsychopharmacology,,,,10.1038/s41386-022-01484-1,,2022,https://link.springer.com/article/10.1038/s41386-022-01484-1,Article
Abstracts from the 2025 Annual Meeting of the Society of General Internal Medicine,Journal of General Internal Medicine,,,,10.1007/s11606-025-09516-4,,2025,https://link.springer.com/article/10.1007/s11606-025-09516-4,Article
Societal and ethical issues of digitization,Ethics and Information Technology,,,,10.1007/s10676-018-9452-x,Lambèr RoyakkersJelte TimmerLinda KoolRinie van Est,2018,https://link.springer.com/article/10.1007/s10676-018-9452-x,Article
Knowledge Management and the New Configurations of Health Markets,Intelligent Health Policy,,,,10.1007/978-3-319-69596-9_4,Petri VirtanenJari Stenvall,2018,https://link.springer.com/chapter/10.1007/978-3-319-69596-9_4,Chapter
Online Combustion Optimization System,Combustion Optimization Based on Computational Intelligence,,,,10.1007/978-981-10-7875-0_7,Hao ZhouKefa Cen,2018,https://link.springer.com/chapter/10.1007/978-981-10-7875-0_7,Chapter
Capability Development in Open Data-Driven Organizations,Government 3.0 – Next Generation Government Technology Infrastructure and Services,,,,10.1007/978-3-319-63743-3_6,Fatemeh Ahmadi ZeletiAdegboyega Ojo,2017,https://link.springer.com/chapter/10.1007/978-3-319-63743-3_6,Chapter
Will Organizations Emerge as “Hybrid Intelligences” from the Digital Transformation?,Digital Transformation Shaping the Subconscious Minds of Organizations,,,,10.1007/978-3-319-53618-7_6,Werner Leodolter,2017,https://link.springer.com/chapter/10.1007/978-3-319-53618-7_6,Chapter
Abstracts from the 2019 Annual Meeting of the Society of General Internal Medicine,Journal of General Internal Medicine,,,,10.1007/s11606-019-05007-5,,2019,https://link.springer.com/article/10.1007/s11606-019-05007-5,Article
Poster Session III,Neuropsychopharmacology,,,,10.1038/npp.2015.327,,2015,https://link.springer.com/article/10.1038/npp.2015.327,Article
SISMES – V NATIONAL CONGRESS,Sport Sciences for Health,,,,10.1007/s11332-013-0152-y,,2013,https://link.springer.com/article/10.1007/s11332-013-0152-y,Article
SVME: an ensemble of support vector machines for detecting oil spills from full resolution MODIS images,Ocean Dynamics,,,,10.1007/s10236-011-0510-8,Marco CococcioniLinda CorucciAndrea MasiniFabio Nardelli,2012,https://link.springer.com/article/10.1007/s10236-011-0510-8,Article
A,Gaither's Dictionary of Scientific Quotations,,,,10.1007/978-1-4614-1114-7_1,Carl C. GaitherAlma E. Cavazos-Gaither,2012,https://link.springer.com/chapter/10.1007/978-1-4614-1114-7_1,Chapter
Sensor-Centric System Developments,Cloud Connectivity and Embedded Sensory Systems,,,,10.1007/978-1-4419-7545-4_4,Lambert SpaanenburgHendrik Spaanenburg,2011,https://link.springer.com/chapter/10.1007/978-1-4419-7545-4_4,Chapter
The Practice Areas,The Art of Software Innovation,,,,10.1007/978-3-642-21049-5_2,Minna PikkarainenWim CodenieNick BoucartJosé Antonio Heredia Alvaro,2011,https://link.springer.com/chapter/10.1007/978-3-642-21049-5_2,Chapter
Posters,"JNHA - The Journal of Nutrition, Health and Aging",,,,10.1007/s12603-009-0095-9,,2009,https://link.springer.com/article/10.1007/s12603-009-0095-9,Article
A,Gaither’s Dictionary of Scientific Quotations,,,,10.1007/978-0-387-49577-4_1,,2008,https://link.springer.com/chapter/10.1007/978-0-387-49577-4_1,Chapter
A knowledge-resonance (KRES) model of category learning,Psychonomic Bulletin & Review,,,,10.3758/BF03196543,Bob RehderGregory L. Murphy,2003,https://link.springer.com/article/10.3758/BF03196543,Article
How Postal Address Readers Are Made Adaptive,Reading and Learning,,,,10.1007/978-3-540-24642-8_12,Hartmut SchäferThomas BayerKlaus KreuzerUdo MiletzkiMarc-Peter SchambachMatthias Schulte-Austum,2004,https://link.springer.com/chapter/10.1007/978-3-540-24642-8_12,Chapter
Volume I Entries A — L,The Encyclopedia of Aging,,,,10.1007/978-3-662-38338-4_1,George L. Maddox,2001,https://link.springer.com/chapter/10.1007/978-3-662-38338-4_1,Chapter
The Dictionary,Macmillan Dictionary of Psychology,,,,10.1007/978-1-349-12428-2_1,Stuart Sutherland,1991,https://link.springer.com/chapter/10.1007/978-1-349-12428-2_1,Chapter
A critical analysis of the use of computers in education,ECTJ,,,,10.1007/BF02768422,Michael J. Streibel,1986,https://link.springer.com/article/10.1007/BF02768422,Article
