Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
Don't Forget Too Much: Towards Machine Unlearning on Feature Level,"Feature unlearning, a refined granularity unlearning scheme, effectively unlearns features within instances, improving model utility and granularity in unlearning machine models.","Heng Xu, Tianqing Zhu, Wanlei Zhou, Wei Zhao",2024,10,"Machine unlearning enables pre-trained models to remove the effect of certain portions of training data. Previous machine unlearning schemes have mainly focused on unlearning a cluster of instances or all instances belonging to a specific class. These types of unlearning might have a significant impact on the model utility; and they may be inadequate for situations where we only need to unlearn features within instances, rather than the whole instances. Due to the different granularity, current unlearning methods can hardly achieve feature-level unlearning. To address the challenges of utility and granularity, we propose a refined granularity unlearning scheme referred to as “feature unlearning”. We first explore two distinct scenarios based on whether the annotation information about the features is given: feature unlearning with known annotations and feature unlearning without annotations. Regarding unlearning with known annotations, we propose an adversarial learning approach to automatically remove effects about features. For unlearning without annotations, we initially enable the output of one model's layer to identify different pattern features using model interpretability techniques. We proceed to filter features from instances based on these outputs with identifying ability. So that we can remove the feature impact based on filtered instances and the fine-tuning process. The effectiveness of our proposed approach is demonstrated through experiments involving diverse models on various datasets in different scenarios.",,IEEE Transactions on Dependable and Secure Computing,1.0,10.1109/tdsc.2024.3432169,https://consensus.app/papers/dont-forget-too-much-towards-machine-unlearning-on-feature-xu-zhu/46a80698af8d50f1a010e0909550b02a/
FedMUA: Exploring the Vulnerabilities of Federated Learning to Malicious Unlearning Attacks,FedMUA effectively induces misclassification on target samples and can achieve an 80% attack success rate with only 0.3% malicious unlearning requests in federated learning.,"Jian Chen, Zehui Lin, Wanyu Lin, Wenlong Shi, Xiaoyan Yin, Di Wang",2025,8,"Recently, the practical needs of “the right to be forgotten” in federated learning gave birth to a paradigm known as federated unlearning, which enables the server to forget personal data upon the client’s removal request. Existing studies on federated unlearning have primarily focused on efficiently eliminating the influence of requested data from the client’s model without retraining from scratch, however, they have rarely doubted the reliability of the global model posed by the discrepancy between its prediction performance before and after unlearning. To bridge this gap, we take the first step by introducing a novel malicious unlearning attack dubbed FedMUA, aiming to unveil potential vulnerabilities emerging from federated learning during the unlearning process. Specifically, clients may act as attackers by crafting malicious unlearning requests to manipulate the prediction behavior of the global model. The crux of FedMUA is to mislead the global model into unlearning more information associated with the influential samples for the target sample than anticipated, thus inducing adverse effects on target samples from other clients. To achieve this, we design a novel two-step method, known as Influential Sample Identification and Malicious Unlearning Generation, to identify and subsequently generate malicious feature unlearning requests within the influential samples. By doing so, we can significantly alter the predictions pertaining to the target sample by initiating the malicious feature unlearning requests, leading to the deliberate manipulation for the user adversely. Additionally, we design a new defense mechanism that is highly resilient against malicious unlearning attacks. Extensive experiments on three realistic datasets reveal that FedMUA effectively induces misclassification on target samples and can achieve an 80% attack success rate by triggering only 0.3% malicious unlearning requests.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2025.3531141,https://consensus.app/papers/fedmua-exploring-the-vulnerabilities-of-federated-chen-lin/2a363edaf6b957febbfce358502c5ca5/
Efficient Vertical Federated Unlearning via Fast Retraining,"Our vertical federated unlearning framework can achieve up to 6.3x speedup in erasing one's contribution from a shared model, with minimal impact on the original learning task.","Zichen Wang, Xiangshan Gao, Cong Wang, Peng Cheng, Jiming Chen",2024,23,"Vertical federated learning (VFL) revolutionizes privacy-preserved collaboration for small businesses that have distinct but complementary feature sets. However, as the scope of VFL expands, the constant entering and leaving of participants and the subsequent exercise of the “right to be forgotten” pose a great challenge in practice. The question of how to efficiently erase one’s contribution from the shared model remains largely unexplored in the context of VFL. In this article, we introduce a vertical federated unlearning framework, which integrates model checkpointing techniques with a hybrid, first-order optimization technique. The core concept is to reduce backpropagation time and improve convergence/generalization by combining the advantages of the existing optimizers. We provide in-depth theoretical analysis and time complexity to illustrate the effectiveness of the proposed design. We conduct extensive experiments on six public datasets and demonstrate that our method could achieve up to 6.3× speedup compared to the baseline, with negligible influence on the original learning task.",,ACM Transactions on Internet Technology,1.0,10.1145/3657290,https://consensus.app/papers/efficient-vertical-federated-unlearning-via-fast-wang-gao/6019261d2a6653978917648ceb2b23b0/
Private Data Protection With Machine Unlearning for Next-Generation Networks,"Our machine unlearning approach effectively erases private data from next-generation networks, reducing privacy risks and requiring less storage than traditional retraining methods.","Kongyang Chen, Yiwen Wang, Lan Zhao, Caiyun Jiang, Haiyan Mai, Yuanyi Wu, Huanqi Hong, Yuanyuan Shen, Jian Mo, Lin-Lu Huang, Jun Peng, Xiaoying Wang, Qintai Yang",2025,5,"In next-generation networks, distributed clients collaborate to generate an aggregated global model tailored for various vertical applications. However, this convenience comes at the cost of potential privacy risks, as personal information may be exposed within the global model aggregation process. In response, the right to be forgotten was introduced, granting individuals the right to withdraw their consent for the processing of their personal information. To address this challenge, machine unlearning has been developed, enabling models to erase any memory of private data. Previous approaches, such as retraining or incremental learning, often require additional storage or are difficult to implement in neural networks. Our method, by contrast, introduces a small perturbation to the model’s weights, guiding it to iteratively move towards a model trained only on the remaining data subset until the contribution of the unlearned data is completely removed. In our approach, machine unlearning is conceptualized as a process that iteratively adjusts the initial model to remove any trace of the forgotten data. Our key contribution is the introduction of a reference model, trained on a subset of the remaining data, which guides the target unlearning model toward successfully forgetting the data. Additionally, we discuss two evaluation methods-membership inference and backdoor evaluation-that effectively assess the success of our machine unlearning approach. These methods verify whether the private data has truly been forgotten by the target unlearning model. Through experiments on five datasets, we demonstrate the effectiveness of our approach, which is $15\times $ faster than the traditional retraining method.",,IEEE Open Journal of the Communications Society,1.0,10.1109/ojcoms.2024.3518503,https://consensus.app/papers/private-data-protection-with-machine-unlearning-for-chen-wang/8ea8a54ccf1457cab484518c1dd2904c/
Mitigating Poor Data Quality Impact with Federated Unlearning for Human-Centric Metaverse,MetaFul improves model accuracy by at least 2.5% and decreases user perception time by at least 19.3% in human-centric metaverse by removing low-quality training models at the server side.,"Pengfei Wang, Zongzheng Wei, Heng Qi, Shaohua Wan, Yunming Xiao, Geng Sun, Qiang Zhang",2024,34,"Federated Learning (FL), which has been employed to train machine learning models on the data with a distributed manner, could enhance the immersive user experience for the human-centric metaverse. However, it’s challenging to train machine learning models accurately and promptly with FL for the human-centric metaverse due to massive data communication and user unreliability. User experience could be negatively affected by using low-quality machine learning models for human-centric metaverse, e.g., it cannot scrutinize and arrive at decisions accurately and timely. To resolve this pressing issue, we propose MetaFul a federated unlearning solution which reduces the negative influences of low-quality data with no data transmission by removing low-quality training models at the server side. To be specific, MetaFul includes three main components. (i) Low-throughput federated learning (LT-FL) addresses the issue of large model transmission in FL by decreasing the dimension and the number of transmitted model parameters. (ii) Loss-based model quality assessment (LM-QA) utilizes the model loss generated in LT-FL to estimate user data quality. (iii) Non-communicative federated unlearning (NC-FUL) revokes the low-quality data impact on the FL model with careful designed federated unlearning at the server side. Both LM-QA and NC-FUL have no communications with clients. Finally, extensive evaluations are conducted to show MetaFul could improve the model accuracy by at least 2.5% and decrease the user perception time by at least 19.3% in human-centric metaverse compared to benchmarks.",,IEEE Journal on Selected Areas in Communications,1.0,10.1109/jsac.2023.3345388,https://consensus.app/papers/mitigating-poor-data-quality-impact-with-federated-wang-wei/7deb6627baa551fc9280aace133888bd/
Machine unlearning in brain-inspired neural network paradigms,"The hybrid approach for machine unlearning in Spiking Neuron Models effectively eliminates targeted information while maintaining or enhancing neural network performance, making it practical and efficient for real-world AI systems.","Chaoyi Wang, Zuobin Ying, Zijie Pan",2024,3,"Machine unlearning, which is crucial for data privacy and regulatory compliance, involves the selective removal of specific information from a machine learning model. This study focuses on implementing machine unlearning in Spiking Neuron Models (SNMs) that closely mimic biological neural network behaviors, aiming to enhance both flexibility and ethical compliance of AI models. We introduce a novel hybrid approach for machine unlearning in SNMs, which combines selective synaptic retraining, synaptic pruning, and adaptive neuron thresholding. This methodology is designed to effectively eliminate targeted information while preserving the overall integrity and performance of the neural network. Extensive experiments were conducted on various computer vision datasets to assess the impact of machine unlearning on critical performance metrics such as accuracy, precision, recall, and ROC AUC. Our findings indicate that the hybrid approach not only maintains but in some cases enhances the neural network's performance post-unlearning. The results confirm the practicality and efficiency of our approach, underscoring its applicability in real-world AI systems.",,Frontiers in Neurorobotics,2.0,10.3389/fnbot.2024.1361577,https://consensus.app/papers/machine-unlearning-in-braininspired-neural-network-wang-ying/a099f80a196556d0ba052a05e7e21bb8/
Certified Unlearning for Federated Recommendation,"CFRU, a novel federated recommendation unlearning model, efficiently removes target clients from the global model while maintaining model quality and performance up to 1,000 times faster than retraining from scratch.","T. Huynh, Trong Bang Nguyen, Thanh Toan Nguyen, Phi Le Nguyen, Hongzhi Yin, Quoc Viet Hung Nguyen, T. Nguyen",2024,22,"Recommendation systems play a crucial role in providing web-based suggestion utilities by leveraging user behavior, preferences, and interests. In the context of privacy concerns and the proliferation of handheld devices, federated recommender systems have emerged as a promising solution. These systems allow each client to train a local model and exchange only the model updates with a central server, thus preserving data privacy. However, certain use cases necessitate the deduction of contributions from specific clients, a process known as “unlearning.” Existing machine unlearning methods are designed for centralized settings and do not cater to the collaborative nature of recommendation systems, thereby overlooking their unique characteristics. This article proposes CFRU, a novel federated recommendation unlearning model that enables efficient and certified removal of target clients from the global model. Instead of retraining the model, our approach rolls back and eliminates the historical updates associated with the target client. To efficiently store the learning process’s historical updates, we propose sampling strategies that reduce the number of historical updates, retaining only the most significant ones. Furthermore, we analyze the potential bias introduced by the removal of target clients’ updates at each training round and establish an estimation using the Lipschitz condition. Leveraging this estimation, we propose an efficient iterative scheme to accumulate the bias across all rounds, compensating for the removed updates from the global model and recovering its utility without requiring post-training steps. Extensive experiments conducted on two real-world datasets, incorporating two poison attack scenarios, have shown that our unlearning technique can achieve a model quality that is 99.3% equivalent to retraining the model from scratch while performing up to 1,000 times faster.",,ACM Transactions on Information Systems,1.0,10.1145/3706419,https://consensus.app/papers/certified-unlearning-for-federated-recommendation-huynh-nguyen/e2c2173992bf5afcbbf231893da48ac6/
Proof of Unlearning: Definitions and Instantiation,Our new Proof of Unlearning (PoUL) definition framework and hardware-empowered SGX enclave effectively prevent forging attacks and ensure data deletion in machine learning as a service scenarios.,"Jiasi Weng, Shenglong Yao, Yuefeng Du, Jian Weng, Cong Wang",2022,27,"The “Right to be Forgotten” rule in machine learning (ML) practice enables some individual data to be deleted from a trained model, as pursued by recently developed machine unlearning techniques. To truly comply with the rule, a natural and necessary step is to verify if the individual data are indeed deleted after unlearning. Yet, previous parameter-space verification metrics may be easily evaded by a distrustful model trainer. Thus, Thudi et al. recently present a call to action on algorithm-level verification in USENIX Security’22. We respond to the call, by reconsidering the unlearning problem in the scenario of machine learning as a service (MLaaS), and proposing a new definition framework for Proof of Unlearning (PoUL) on algorithm level. Specifically, our PoUL definitions (i) enforce correctness properties on both the pre and post phases of unlearning, so as to prevent the state-of-the-art forging attacks; (ii) highlight proper practicality requirements of both the prover and verifier sides with minimal invasiveness to the off-the-shelf service pipeline and computational workloads. Under the definition framework, we subsequently present a trusted hardware-empowered instantiation using SGX enclave, by logically incorporating an authentication layer for tracing the data lineage with a proving layer for supporting the audit of learning. We customize authenticated data structures to support large out-of-enclave storage with simple operation logic, and meanwhile, enable proving complex unlearning logic with affordable memory footprints in the enclave. We finally validate the feasibility of the proposed instantiation with a proof-of-concept implementation and multi-dimensional performance evaluation.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2024.3358993,https://consensus.app/papers/proof-of-unlearning-definitions-and-instantiation-weng-yao/8fcb3d077f0951189c41747cb2eb3914/
"Exploring Federated Unlearning: Review, Comparison, and Insights","Federated unlearning methods balance privacy, accuracy, and efficiency, with the OpenFederatedUnlearning framework providing a unified benchmark for evaluating their performance.","Yang Zhao, Jiaxi Yang, Yiling Tao, Lixu Wang, Xiaoxiao Li, D. Niyato, H. V. Poor",2023,6,"The increasing demand for privacy-preserving machine learning has spurred interest in federated unlearning, which enables the selective removal of data from models trained in federated systems. However, developing federated unlearning methods presents challenges, particularly in balancing three often conflicting objectives: privacy, accuracy, and efficiency. This paper provides a comprehensive analysis of existing federated unlearning approaches, examining their algorithmic efficiency, impact on model accuracy, and effectiveness in preserving privacy. We discuss key trade-offs among these dimensions and highlight their implications for practical applications across various domains. Additionally, we propose the OpenFederatedUnlearning framework, a unified benchmark for evaluating federated unlearning methods, incorporating classic baselines and diverse performance metrics. Our findings aim to guide practitioners in navigating the complex interplay of these objectives, offering insights to achieve effective and efficient federated unlearning. Finally, we outline directions for future research to further advance the state of federated unlearning techniques.",,IEEE Network,1.0,10.1109/mnet.2025.3571462,https://consensus.app/papers/exploring-federated-unlearning-review-comparison-and-zhao-yang/ffb3b8f0501655c5b8940804ac7d0019/
GDPR and Large Language Models: Technical and Legal Obstacles,"Large Language Models (LLMs) face technical and legal challenges in aligning with GDPR requirements, but a four-layer governance framework can help bridge the gap and promote responsible AI practices.","G. Feretzakis, Evangelia Vagena, Konstantinos Kalodanis, P. Peristera, D. Kalles, Athanasios Anastasiou",2025,18,"Large Language Models (LLMs) have revolutionized natural language processing but present significant technical and legal challenges when confronted with the General Data Protection Regulation (GDPR). This paper examines the complexities involved in reconciling the design and operation of LLMs with GDPR requirements. In particular, we analyze how key GDPR provisions—including the Right to Erasure, Right of Access, Right to Rectification, and restrictions on Automated Decision-Making—are challenged by the opaque and distributed nature of LLMs. We discuss issues such as the transformation of personal data into non-interpretable model parameters, difficulties in ensuring transparency and accountability, and the risks of bias and data over-collection. Moreover, the paper explores potential technical solutions such as machine unlearning, explainable AI (XAI), differential privacy, and federated learning, alongside strategies for embedding privacy-by-design principles and automated compliance tools into LLM development. The analysis is further enriched by considering the implications of emerging regulations like the EU’s Artificial Intelligence Act. In addition, we propose a four-layer governance framework that addresses data governance, technical privacy enhancements, continuous compliance monitoring, and explainability and oversight, thereby offering a practical roadmap for GDPR alignment in LLM systems. Through this comprehensive examination, we aim to bridge the gap between the technical capabilities of LLMs and the stringent data protection standards mandated by GDPR, ultimately contributing to more responsible and ethical AI practices.",,Future Internet,2.0,10.3390/fi17040151,https://consensus.app/papers/gdpr-and-large-language-models-technical-and-legal-feretzakis-vagena/8609b78005c75104b73ca772c1c8c9c0/
Efficient federated unlearning under plausible deniability,"Federated unlearning in federated learning allows for efficient data removal while reducing memory and retraining time, meeting privacy regulations.","Ayush K. Varshney, Vicencc Torra",2025,2,"
 Privacy regulations like the GDPR in Europe and the CCPA in the US allow users the right to remove their data from machine learning (ML) applications. Machine unlearning addresses this by modifying the ML parameters in order to forget the influence of a specific data point on its weights. Recent literature has highlighted that the contribution from data point(s) can be forged with some other data points in the dataset with probability close to one. This allows a server to falsely claim unlearning without actually modifying the model’s parameters. However, in distributed paradigms such as federated learning (FL), where the server lacks access to the dataset and the number of clients are limited, claiming unlearning in such cases becomes a challenge. An honest server must modify the model parameters in order to unlearn. This paper introduces an efficient way to achieve machine unlearning in FL, i.e., federated unlearning, by employing a privacy model which allows the FL server to plausibly deny the client’s participation in the training up to a certain extent. Specifically, we demonstrate that the server can generate a Proof-of-Deniability, where each aggregated update can be associated with at least x (the plausible deniability parameter) client updates. This enables the server to plausibly deny a client’s participation. However, in the event of frequent unlearning requests, the server is required to adopt an unlearning strategy and, accordingly, update its model parameters. We also perturb the client updates in a cluster in order to avoid inference from an honest but curious server. We show that the global model satisfies 
 
 $$(\epsilon , \delta )$$
 
 
 (
 ϵ
 ,
 δ
 )
 
 
 
 -differential privacy after T number of communication rounds. The proposed methodology has been evaluated on multiple datasets in different privacy settings. The experimental results show that our framework achieves comparable utility while providing a significant reduction in terms of memory (
 
 $$\approx $$
 
 ≈
 
 
 30 times), as well as retraining time (1.6-500769 times). The source code for the paper is available https://github.com/Ayush-Umu/Federated-Unlearning-under-Plausible-Deniability.",,Mach. Learn.,1.0,10.1007/s10994-024-06685-x,https://consensus.app/papers/efficient-federated-unlearning-under-plausible-varshney-torra/a20ac4393fae5c5cbdf5d3ee1d13648e/
Zero-shot Class Unlearning via Layer-wise Relevance Analysis and Neuronal Path Perturbation,"Our novel approach to machine unlearning using Layer-wise Relevance Analysis and Neuronal Path Perturbation effectively removes targeted data influences from trained models while maintaining model utility, offering a practical solution for privacy-preserving machine learning.","Wenhan Chang, Tianqing Zhu, Yufeng Wu, Wanlei Zhou",2024,4,"In the rapid advancement of artificial intelligence, privacy protection has become crucial, giving rise to machine unlearning. Machine unlearning is a technique that removes specific data influences from trained models without the need for extensive retraining. However, it faces several key challenges, including accurately implementing unlearning, ensuring privacy protection during the unlearning process, and achieving effective unlearning without significantly compromising model performance. This paper presents a novel approach to machine unlearning by employing Layer-wise Relevance Analysis and Neuronal Path Perturbation. We address three primary challenges: the lack of detailed unlearning principles, privacy guarantees in zero-shot unlearning scenario, and the balance between unlearning effectiveness and model utility. Our method balances machine unlearning performance and model utility by identifying and perturbing highly relevant neurons, thereby achieving effective unlearning. By using data not present in the original training set during the unlearning process, we satisfy the zero-shot unlearning scenario and ensure robust privacy protection. Experimental results demonstrate that our approach effectively removes targeted data from the target unlearning model while maintaining the model's utility, offering a practical solution for privacy-preserving machine learning.",,ArXiv,1.0,10.48550/arxiv.2410.23693,https://consensus.app/papers/zeroshot-class-unlearning-via-layerwise-relevance-chang-zhu/da5660029b565a6cae2f3b1c31d47ead/
Forgettable Federated Linear Learning With Certified Data Unlearning,Forgettable Federated Linear Learning (F2L2) and FedRemoval enable efficient and secure unlearning of deep neural networks without requiring client communication or additional storage.,"Ruinan Jin, Minghui Chen, Qiong Zhang, Xiaoxiao Li",2023,6,"The advent of Federated Learning (FL) has revolutionized the way distributed systems handle collaborative model training while preserving user privacy. Recently, Federated Unlearning (FU) has emerged to address demands for the""right to be forgotten""""and unlearning of the impact of poisoned clients without requiring retraining in FL. Most FU algorithms require the cooperation of retained or target clients (clients to be unlearned), introducing additional communication overhead and potential security risks. In addition, some FU methods need to store historical models to execute the unlearning process. These challenges hinder the efficiency and memory constraints of the current FU methods. Moreover, due to the complexity of nonlinear models and their training strategies, most existing FU methods for deep neural networks (DNN) lack theoretical certification. In this work, we introduce a novel FL training and unlearning strategy in DNN, termed Forgettable Federated Linear Learning (F^2L^2). F^2L^2 considers a common practice of using pre-trained models to approximate DNN linearly, allowing them to achieve similar performance as the original networks via Federated Linear Training (FLT). We then present FedRemoval, a certified, efficient, and secure unlearning strategy that enables the server to unlearn a target client without requiring client communication or adding additional storage. We have conducted extensive empirical validation on small- to large-scale datasets, using both convolutional neural networks and modern foundation models. These experiments demonstrate the effectiveness of F^2L^2 in balancing model accuracy with the successful unlearning of target clients. F^2L^2 represents a promising pipeline for efficient and trustworthy FU. The code is available here.",,IEEE Transactions on Neural Networks and Learning Systems,1.0,10.1109/tnnls.2026.3683398,https://consensus.app/papers/forgettable-federated-linear-learning-with-certified-jin-chen/7c423700b44b5094b82aaf96a39f93be/
Machine Unlearning for Seizure Prediction,"Our machine unlearning method effectively removes data from trained models for seizure prediction, preserving performance for remaining patients while addressing privacy concerns.","Chenghao Shao, Chang Li, Rencheng Song, Xiang Liu, Ruobing Qian, Xun Chen",2024,7,"In recent years, companies and organizations have been required to provide individuals with the right to be forgotten to alleviate privacy concerns. In machine learning, this requires researchers not only to delete data from databases but also to remove data information from trained models. Thus, machine unlearning is becoming an emerging research problem. In seizure prediction field, prediction applications are established most on private electroencephalogram (EEG) signals. To provide the right to be forgotten, we propose a machine unlearning method for seizure prediction. Our proposed unlearning method is based on knowledge distillation using two teacher models to guide the student model toward achieving model-level unlearning objective. One teacher model is used to induce the student model to forget data information of patients with unlearning request (forgetting patients), while the other teacher model is used to enable the student model to retain data information of other patients (remaining patients). Experiments were conducted on CHBMIT and Kaggle databases. Results show that our proposed unlearning method can effectively make trained ML models forget the information of forgetting patients and maintain satisfactory performance on remaining patients. To the best of our knowledge, it is the first work of machine unlearning in seizure prediction field.",,IEEE Transactions on Cognitive and Developmental Systems,1.0,10.1109/tcds.2024.3395663,https://consensus.app/papers/machine-unlearning-for-seizure-prediction-shao-li/1c206a6c2acb522f80a7d0ec8dd91044/
Guaranteeing Data Privacy in Federated Unlearning With Dynamic User Participation,Integrating secure aggregation (SecAgg) schemes within a clustered federated unlearning scheme can ensure privacy and resilience while maintaining unlearning effectiveness in scenarios with dynamic user participation.,"Ziyao Liu, Yu Jiang, Weifeng Jiang, Jiale Guo, Jun Zhao, Kwok-Yan Lam",2024,21,"Federated Unlearning (FU) is gaining prominence for its capability to eliminate influences of specific users’ data from trained global Federated Learning (FL) models. A straightforward FU method involves removing the unlearned user-specified data and subsequently obtaining a new global FL model from scratch with all remaining user data, a process that unfortunately leads to considerable overhead. To enhance unlearning efficiency, a widely adopted strategy employs clustering, dividing FL users into clusters, with each cluster maintaining its own FL model. The final inference is then determined by aggregating the majority vote from the inferences of these sub-models. This method confines unlearning processes to individual clusters for removing the training data of a particular user, thereby enhancing unlearning efficiency by eliminating the need for participation from all remaining user data. However, current clustering-based FU schemes mainly concentrate on refining clustering to boost unlearning efficiency but without addressing the issue of the potential information leakage from FL users’ gradients, a privacy concern that has been extensively studied. Typically, integrating secure aggregation (SecAgg) schemes within each cluster can facilitate a privacy-preserving FU. Nevertheless, crafting a clustering methodology that seamlessly incorporates SecAgg schemes is challenging, particularly in scenarios involving adversarial users and dynamic users. In this connection, we systematically explore the integration of SecAgg protocols within the most widely used federated unlearning scheme, which is based on clustering, to establish a privacy-preserving FU framework, aimed at ensuring privacy while effectively managing dynamic user participation. Comprehensive theoretical assessments and experimental results show that our proposed scheme achieves comparable unlearning effectiveness, alongside offering improved privacy protection and resilience in the face of varying user participation.",,IEEE Transactions on Dependable and Secure Computing,1.0,10.1109/tdsc.2024.3476533,https://consensus.app/papers/guaranteeing-data-privacy-in-federated-unlearning-with-liu-jiang/64575ba963975e46a9f2f9edb9cfd267/
Privacy-Preserving Federated Unlearning With Certified Client Removal,"Starfish effectively unlearns Federated Learning systems while maintaining privacy and security, ensuring the ""right to be forgotten"" for users.","Ziyao Liu, Huanyi Ye, Yu Jiang, Jiyuan Shen, Jiale Guo, Ivan Tjuawinata, Kwok-Yan Lam",2024,14,"In recent years, Federated Unlearning (FU) has gained attention for addressing the removal of a client’s influence from the global model in Federated Learning (FL) systems, thereby ensuring the “right to be forgotten” (RTBF). State-of-the-art methods for unlearning use historical data from FL clients, such as gradients or locally trained models. However, studies have revealed significant information leakage in this setting, with the possibility of reconstructing a user’s local data from their uploaded information. Addressing this, we propose Starfish, a privacy-preserving federated unlearning scheme using Two-Party Computation (2PC) techniques and shared historical client data between two non-colluding servers. Starfish builds upon existing FU methods to ensure privacy in unlearning processes. To enhance the efficiency of privacy-preserving FU evaluations, we suggest 2PC-friendly alternatives for certain FU algorithm operations. We also implement strategies to reduce costs associated with 2PC operations and lessen cumulative approximation errors. Moreover, we establish a theoretical bound for the difference between the unlearned global model via Starfish and a global model retrained from scratch for certified client removal. Our theoretical and experimental analyses demonstrate that Starfish achieves effective unlearning with reasonable efficiency, maintaining privacy and security in FL systems.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2025.3555868,https://consensus.app/papers/privacypreserving-federated-unlearning-with-certified-liu-ye/f585dc81a7d25466907c89f5f73cf758/
Really Unlearned? Verifying Machine Unlearning via Influential Sample Pairs,"IndirectVerify, a formal verification scheme, effectively determines whether machine unlearning requests have been successfully executed by using influential sample pairs.","Heng Xu, Tianqing Zhu, Lefeng Zhang, Wanlei Zhou",2024,8,"Machine unlearning enables pre-trained models to eliminate the effects of partial training samples. Previous research has mainly focused on proposing efficient unlearning strategies. However, the verification of machine unlearning, or in other words, how to guarantee that a sample has been successfully unlearned, has been overlooked for a long time. Existing verification schemes typically rely on machine learning attack techniques, such as backdoor attacks or membership inference attacks. As these techniques are not formally designed for verification, they are easily bypassed when an untrustworthy model provider in MLaaS undergoes rapid fine-tuning to meet the verification conditions only, rather than executing real unlearning. In this paper, we propose a formal verification scheme, IndirectVerify, to determine whether unlearning requests have been successfully executed. We design influential sample pairs: one referred to as trigger samples and the other as reaction samples. Users send unlearning requests regarding trigger samples and use reaction samples to verify if the unlearning operation has been successfully carried out. We propose a perturbation-based scheme to generate those influential sample pairs. The objective is to perturb only a small fraction of training samples to trigger samples, leading to the misclassification of reaction samples. This indirect influence will be used for our verification purposes. In contrast to existing schemes that employ the same samples for all processes, our scheme, IndirectVerify, provides enhanced robustness, making it less susceptible to bypassing processes.",,IEEE Transactions on Dependable and Secure Computing,1.0,10.1109/tdsc.2025.3620308,https://consensus.app/papers/really-unlearned-verifying-machine-unlearning-via-xu-zhu/d32be76a302f5a68a3bd5d8677c20974/
BlockFUL: Enabling Unlearning in Blockchained Federated Learning,"BlockFUL, a dual-chain framework, enhances unlearning in Blockchained Federated Learning by enabling parallel and sequential paradigms, reducing computational costs, and improving performance on CIFAR-10 and Fashion-MNIST datasets.","Xiao Liu, Mingyuan Li, Guangsheng Yu, Xu Wang, Wei Ni, Lixiang Li, Haipeng Peng, Ren Ping Liu",2024,7,"Unlearning in Federated Learning (FL) presents significant challenges, as models grow and evolve with complex inheritance relationships. This complexity is amplified when blockchain is employed to ensure the integrity and traceability of FL, where the need to edit multiple interlinked blockchain records and update all inherited models complicates the process. In this paper, we introduce Blockchained Federated Unlearning (BlockFUL), a novel framework with a dual-chain structure-comprising a live chain and an archive chain-for enabling unlearning capabilities within Blockchained FL. BlockFUL introduces two new unlearning paradigms, i.e., parallel and sequential paradigms, which can be effectively implemented through gradient-ascent-based and re-training-based unlearning methods. These methods enhance the unlearning process across multiple inherited models by enabling efficient consensus operations and reducing computational costs. Our extensive experiments validate that these methods effectively reduce data dependency and operational overhead, thereby boosting the overall performance of unlearning inherited models within BlockFUL on CIFAR-10 and Fashion-MNIST datasets using AlexNet, ResNet18, and MobileNetV2 models.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2025.3583109,https://consensus.app/papers/blockful-enabling-unlearning-in-blockchained-federated-liu-li/538d726c07585ce7ad6b65da748a83c0/
Federated Meta Unlearning Based on Model Decomposition and Weighted Aggregation,Federated meta-unlearning (FMU) reduces computational overhead and enhances model adaptability in privacy-sensitive environments while maintaining high model performance and compliance with privacy standards.,"Yajie Wang, Qing Fan, Zijie Pan, Zuobin Ying, Zijian Zhang, Liehuang Zhu",2025,0,"Machine unlearning is a critical technique in machine learning for protecting data security, aiming to selectively remove the inﬂuence of speciﬁc data from models while preserving overall model performance. However, conventional unlearning methods typically rely on full model retraining, which incurs high computational costs and lacks adaptability in real-world scenarios. This paper introduces a new framework, federated meta-unlearning (FMU), tailored for federated learning environments by integrating the precision of machine unlearning with the ﬂexibility of meta-learning. Built upon the model-agnostic meta-learning (MAML) algorithm, FMU incorporates hierarchical model decomposition and a weighted aggregation mechanism. This enables eﬃcient erasure of targeted data traces while minimizing the impact on global model performance. The core idea is to decompose the global federated model into independently editable component modules. Upon receiving an unlearning request, targeted parameter adjustment is applied to selectively ﬁne-tune or remove speciﬁc modules, followed by weighted aggregation to ensure model integrity and adaptability. Extensive empirical evaluations on diverse datasets and cross-modal tasks demonstrate that FMU signiﬁcantly reduces computational overhead compared to four prevalent unlearning methods (traditional retraining, MAML-based retraining, SISA unlearning, and gradient-based unlearning), while maintaining high model performance and compliance with privacy standards. Importantly, FMU enhances model adaptability to new data and tasks, validating its practical value in dynamic, privacy-sensitive environments",,SCIENTIA SINICA Informationis,2.0,10.1360/ssi-2025-0221,https://consensus.app/papers/federated-meta-unlearning-based-on-model-decomposition-wang-fan/c957edfbe618592e95bf892db762139d/
